date,open,Customer_Footfall,visits,purchases,conversion_rate,Sales_Amount,gmv,avg_ticket_base,avg_ticket_with_impulse,impulse_attach_pct,impulse_avg_eur,items_per_ticket,quick_buy_pct,quick_buy_ticket,miel_u,loncheado_u,mermelada_u,queso_u,tote_u,picos_u,vino_u,minicata_u,Units_Sold,Inventory_Level,tote_stock,Online_Orders,online_orders_attr,contacts,campaign_conversions,referred_visits,baskets_via_lodging,market_segment,distribution_channel,Promotion,Holiday,holiday_or_event,Season,Day_Of_Week,Month,Year,partners_active,Demand_Level
2024-08-09,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,44,44,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Friday,8,2024,6,None
2024-08-10,1,20,20,4,0.2,142.91,142.91,33.78,35.73,36.6,5.33,0.75,26.9,16.55,0,0,0,0,1,0,0,2,3,43,43,1,0,2,0,1,0,Passerby,Walk_in,No,No,0,Verano,Saturday,8,2024,5,Low
2024-08-11,1,25,25,7,0.28,291.34,291.34,39.94,41.62,28.1,5.98,0.43,13.6,12.98,0,0,0,0,0,0,1,2,3,43,43,0,0,3,0,3,0,Direct,Direct,No,No,0,Verano,Sunday,8,2024,6,Low
2024-08-12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Monday,8,2024,5,None
2024-08-13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Tuesday,8,2024,6,None
2024-08-14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,Closed,None,No,Yes,1,Verano,Wednesday,8,2024,6,None
2024-08-15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,Closed,None,No,Yes,1,Verano,Thursday,8,2024,6,None
2024-08-16,1,31,31,8,0.2581,348.41,348.41,38.32,43.55,51.7,10.11,0.88,28.7,16.07,0,0,0,0,4,2,1,0,7,39,39,0,0,4,0,3,0,Rural_lodging,Partner_referral,Yes,Yes,1,Verano,Friday,8,2024,6,Low
2024-08-17,1,22,22,8,0.3636,278.96,278.96,32.73,34.87,33.2,6.46,0.75,21.6,16.24,3,2,1,0,0,0,0,0,6,39,39,1,1,3,1,3,0,Direct,Direct,No,No,0,Verano,Saturday,8,2024,6,Low
2024-08-18,1,17,17,6,0.3529,249.19,249.19,38.92,41.53,35.3,7.4,0.17,13.4,17.23,0,0,0,1,0,0,0,0,1,39,39,0,0,2,0,2,0,Event_local,Offline_event,No,No,0,Verano,Sunday,8,2024,6,Low
2024-08-19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Monday,8,2024,5,None
2024-08-20,1,18,18,7,0.3889,295.21,295.21,39.57,42.17,32.6,7.99,0.14,26.6,14.81,0,0,0,0,0,1,0,0,1,39,39,0,0,3,0,3,1,Direct,Direct,No,No,0,Verano,Tuesday,8,2024,5,Low
2024-08-21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Wednesday,8,2024,5,None
2024-08-22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Thursday,8,2024,6,None
2024-08-23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Friday,8,2024,6,None
2024-08-24,1,10,10,2,0.2,81.43,81.43,38.54,40.72,31.1,6.98,0.0,30.6,16.98,0,0,0,0,0,0,0,0,0,39,39,1,0,1,0,3,1,Event_local,Offline_event,No,No,0,Verano,Saturday,8,2024,6,Low
2024-08-25,1,18,18,8,0.4444,280.23,280.23,31.68,35.03,37.6,8.9,0.38,21.1,16.29,0,1,1,1,0,0,0,0,3,39,39,0,0,2,0,3,1,Direct,Direct,No,No,0,Verano,Sunday,8,2024,6,Low
2024-08-26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Monday,8,2024,6,None
2024-08-27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Tuesday,8,2024,6,None
2024-08-28,1,18,18,8,0.4444,289.4,289.4,33.46,36.18,40.0,6.8,0.88,23.6,14.62,0,3,2,0,0,1,1,0,7,39,39,2,2,4,2,4,2,Rural_lodging,Partner_referral,No,No,0,Verano,Wednesday,8,2024,6,Low
2024-08-29,1,16,16,7,0.4375,256.71,256.71,34.59,36.67,35.2,5.94,0.57,12.7,14.71,0,1,0,0,0,2,1,0,4,39,39,0,0,3,0,1,1,Direct,Direct,No,No,0,Verano,Thursday,8,2024,6,Low
2024-08-30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,Closed,None,No,No,0,Verano,Friday,8,2024,6,None
2024-08-31,1,15,15,4,0.2667,147.77,147.77,36.08,36.94,34.6,2.5,0.75,25.3,13.64,0,0,1,0,0,1,0,1,3,39,39,2,1,1,1,4,0,Direct,Direct,No,No,0,Verano,Saturday,8,2024,5,Low
2024-09-01,1,20,20,4,0.2,130.84,130.84,31.74,32.71,21.2,4.57,1.25,17.7,16.67,0,0,0,1,0,1,0,3,5,39,39,0,0,1,0,4,1,Rural_lodging,Partner_referral,No,No,0,Otoño,Sunday,9,2024,6,Low
2024-09-02,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Monday,9,2024,5,None
2024-09-03,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Tuesday,9,2024,6,None
2024-09-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Wednesday,9,2024,6,None
2024-09-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Thursday,9,2024,6,None
2024-09-06,1,15,15,4,0.2667,157.82,157.82,36.81,39.46,38.0,6.95,1.75,35.3,17.09,4,0,0,1,0,1,0,1,7,39,39,0,0,2,0,1,0,Passerby,Walk_in,No,No,0,Otoño,Friday,9,2024,6,Low
2024-09-07,1,20,20,4,0.2,138.6,138.6,32.2,34.65,33.2,7.39,1.0,24.6,12.67,0,0,0,1,0,2,0,1,4,39,39,1,1,1,1,4,1,Passerby,Walk_in,No,No,0,Otoño,Saturday,9,2024,7,Low
2024-09-08,1,22,22,7,0.3182,259.54,259.54,35.81,37.08,33.1,3.82,1.0,18.3,14.94,1,0,1,1,1,0,0,3,7,38,38,1,0,3,0,1,1,Direct,Direct,No,No,0,Otoño,Sunday,9,2024,6,Low
2024-09-09,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Monday,9,2024,6,None
2024-09-10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Tuesday,9,2024,6,None
2024-09-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Wednesday,9,2024,6,None
2024-09-12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Thursday,9,2024,6,None
2024-09-13,1,11,11,3,0.2727,102.67,102.67,30.11,34.22,41.1,10.01,1.0,22.9,18.11,0,0,1,0,1,0,0,1,3,37,37,0,0,1,0,5,1,Passerby,Walk_in,Yes,No,0,Otoño,Friday,9,2024,6,Low
2024-09-14,1,20,20,7,0.35,262.2,262.2,34.76,37.46,38.3,7.05,0.29,19.0,16.94,1,0,0,1,0,0,0,0,2,37,37,0,0,3,0,6,0,Event_local,Offline_event,No,No,0,Otoño,Saturday,9,2024,6,Low
2024-09-15,1,30,30,10,0.3333,477.13,477.13,44.69,47.71,42.6,7.09,0.7,25.9,19.56,1,1,1,1,0,0,1,2,7,37,37,2,2,6,2,5,0,Direct,Direct,Yes,Yes,1,Otoño,Sunday,9,2024,6,Medium
2024-09-16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Monday,9,2024,7,None
2024-09-17,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Tuesday,9,2024,7,None
2024-09-18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,37,37,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Wednesday,9,2024,6,None
2024-09-19,1,19,19,5,0.2632,196.4,196.4,36.57,39.28,44.6,6.07,2.2,18.7,17.6,3,2,1,0,1,0,1,3,11,36,36,1,1,2,1,4,0,Direct,Direct,Yes,Yes,1,Otoño,Thursday,9,2024,6,Low
2024-09-20,1,23,23,8,0.3478,343.93,343.93,38.72,42.99,40.1,10.65,0.38,18.6,15.51,1,0,0,0,0,1,0,1,3,36,36,1,0,3,0,2,0,Rural_lodging,Partner_referral,Yes,Yes,1,Otoño,Friday,9,2024,7,Low
2024-09-21,1,21,21,10,0.4762,385.12,385.12,35.93,38.51,33.6,7.68,0.9,16.7,16.35,2,2,2,1,0,1,0,1,9,36,36,0,0,4,0,5,1,Direct,Direct,Yes,Yes,1,Otoño,Saturday,9,2024,6,Low
2024-09-22,1,20,20,6,0.3,263.07,263.07,40.19,43.85,45.6,8.02,0.83,25.7,15.59,2,0,0,0,2,0,0,1,5,34,34,0,0,2,0,5,1,Event_local,Offline_event,Yes,Yes,1,Otoño,Sunday,9,2024,7,Low
2024-09-23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Monday,9,2024,6,None
2024-09-24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Tuesday,9,2024,7,None
2024-09-25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Wednesday,9,2024,6,None
2024-09-26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Thursday,9,2024,7,None
2024-09-27,1,16,16,7,0.4375,275.26,275.26,36.8,39.32,31.8,7.91,0.43,13.3,14.61,1,0,0,0,0,0,1,1,3,34,34,0,0,3,0,6,1,Direct,Direct,Yes,Yes,1,Otoño,Friday,9,2024,7,Low
2024-09-28,1,23,23,5,0.2174,225.34,225.34,42.23,45.07,56.6,5.01,1.6,22.0,15.59,1,0,2,0,1,1,3,0,8,33,33,1,1,2,1,3,0,Rural_lodging,Partner_referral,Yes,Yes,1,Otoño,Saturday,9,2024,6,Low
2024-09-29,1,17,17,7,0.4118,308.57,308.57,41.52,44.08,36.1,7.09,0.71,25.1,18.62,1,1,0,0,1,1,1,0,5,32,32,0,0,3,0,4,2,Rural_lodging,Partner_referral,Yes,Yes,1,Otoño,Sunday,9,2024,7,Low
2024-09-30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Monday,9,2024,7,None
2024-10-01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Tuesday,10,2024,7,None
2024-10-02,1,15,15,6,0.4,260.8,260.8,40.53,43.47,35.5,8.26,1.33,19.5,12.79,0,1,0,1,0,0,3,3,8,32,32,0,0,3,0,2,0,Rural_lodging,Partner_referral,Yes,Yes,1,Otoño,Wednesday,10,2024,7,Low
2024-10-03,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32,32,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Thursday,10,2024,6,None
2024-10-04,1,28,28,9,0.3214,374.97,374.97,38.63,41.66,51.9,5.84,0.78,24.3,13.54,1,1,0,0,0,0,0,5,7,32,32,0,0,3,0,5,1,Rural_lodging,Partner_referral,Yes,Yes,1,Otoño,Friday,10,2024,7,Low
2024-10-05,1,19,19,10,0.5263,345.08,345.08,32.88,34.51,24.1,6.76,0.5,22.1,14.2,1,1,1,0,0,1,1,0,5,32,32,2,1,5,1,4,1,Direct,Direct,Yes,Yes,1,Otoño,Saturday,10,2024,6,Low
2024-10-06,1,21,21,6,0.2857,256.09,256.09,38.19,42.68,47.6,9.43,0.83,23.7,18.12,1,0,1,0,2,0,0,1,5,30,30,2,1,2,1,8,1,Direct,Direct,Yes,Yes,1,Otoño,Sunday,10,2024,7,Low
2024-10-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Monday,10,2024,6,None
2024-10-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Tuesday,10,2024,6,None
2024-10-09,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Wednesday,10,2024,7,None
2024-10-10,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Thursday,10,2024,7,None
2024-10-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Friday,10,2024,7,None
2024-10-12,1,23,23,6,0.2609,230.76,230.76,36.61,38.46,39.1,4.74,0.5,19.2,14.26,0,0,1,0,0,1,1,0,3,30,30,1,1,2,1,3,0,Direct,Direct,Yes,Yes,1,Otoño,Saturday,10,2024,7,Low
2024-10-13,1,20,20,6,0.3,254.89,254.89,38.77,42.48,44.1,8.44,1.5,34.3,15.84,1,2,1,0,1,1,0,3,9,29,29,1,0,3,0,5,1,Passerby,Walk_in,Yes,Yes,1,Otoño,Sunday,10,2024,7,Low
2024-10-14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Monday,10,2024,7,None
2024-10-15,1,24,24,9,0.375,346.36,346.36,35.52,38.48,40.6,7.31,0.44,29.3,15.3,0,1,0,0,1,1,1,0,4,28,28,0,0,3,0,4,2,Passerby,Walk_in,Yes,Yes,1,Otoño,Tuesday,10,2024,7,Low
2024-10-16,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,Closed,None,No,Yes,1,Otoño,Wednesday,10,2024,6,None
2024-10-17,1,19,19,8,0.4211,246.66,246.66,28.36,30.83,38.2,6.49,1.38,20.9,17.72,4,1,2,0,0,0,1,3,11,28,28,1,1,4,1,2,0,Direct,Direct,Yes,Yes,1,Otoño,Thursday,10,2024,7,Low
2024-10-18,1,22,22,6,0.2727,227.49,227.49,35.25,37.91,46.4,5.74,0.67,20.3,17.75,0,1,1,2,0,0,0,0,4,28,28,0,0,2,0,5,0,Direct,Direct,Yes,Yes,1,Otoño,Friday,10,2024,7,Low
2024-10-19,1,13,13,7,0.5385,277.52,277.52,36.76,39.65,44.3,6.51,0.43,32.5,11.82,1,0,1,0,0,1,0,0,3,28,28,0,0,3,0,2,2,Event_local,Offline_event,Yes,Yes,1,Otoño,Saturday,10,2024,7,Low
2024-10-20,1,30,30,12,0.4,496.37,496.37,37.17,41.36,46.0,9.11,0.83,27.6,15.65,4,0,2,1,1,1,0,1,10,27,27,1,1,7,1,3,0,Direct,Direct,Yes,Yes,1,Otoño,Sunday,10,2024,7,Medium
2024-10-21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Monday,10,2024,7,None
2024-10-22,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Tuesday,10,2024,6,None
2024-10-23,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Wednesday,10,2024,7,None
2024-10-24,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Thursday,10,2024,7,None
2024-10-25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Friday,10,2024,7,None
2024-10-26,1,18,18,7,0.3889,278.49,278.49,36.55,39.78,46.4,6.96,1.29,23.3,18.26,3,2,0,0,1,1,1,1,9,26,26,1,1,3,1,1,0,Direct,Direct,Yes,No,0,Otoño,Saturday,10,2024,7,Low
2024-10-27,1,11,11,4,0.3636,140.23,140.23,32.87,35.06,36.8,5.95,0.5,25.3,16.5,0,0,0,0,0,1,1,0,2,26,26,0,0,2,0,5,2,Rural_lodging,Partner_referral,No,No,0,Otoño,Sunday,10,2024,7,Low
2024-10-28,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Monday,10,2024,7,None
2024-10-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Tuesday,10,2024,7,None
2024-10-30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Wednesday,10,2024,7,None
2024-10-31,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Thursday,10,2024,7,None
2024-11-01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Friday,11,2024,7,None
2024-11-02,1,22,22,6,0.2727,199.81,199.81,32.15,33.3,46.3,2.5,0.5,28.8,14.57,0,1,0,1,0,1,0,0,3,26,26,1,0,3,0,1,0,Passerby,Walk_in,No,No,0,Otoño,Saturday,11,2024,7,Low
2024-11-03,1,16,16,5,0.3125,188.65,188.65,36.68,37.73,16.0,6.59,0.0,24.2,15.59,0,0,0,0,0,0,0,0,0,26,26,0,0,2,0,2,0,Event_local,Offline_event,No,No,0,Otoño,Sunday,11,2024,7,Low
2024-11-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Monday,11,2024,7,None
2024-11-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Tuesday,11,2024,8,None
2024-11-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Wednesday,11,2024,8,None
2024-11-07,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Thursday,11,2024,7,None
2024-11-08,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Friday,11,2024,7,None
2024-11-09,1,22,22,8,0.3636,286.65,286.65,33.8,35.83,30.5,6.65,0.75,18.6,11.0,2,0,0,1,0,1,0,2,6,26,26,1,0,3,0,7,1,Direct,Direct,No,No,0,Otoño,Saturday,11,2024,7,Low
2024-11-10,1,21,21,11,0.5238,330.89,330.89,28.0,30.08,29.9,6.96,0.64,21.2,12.85,2,0,0,1,1,2,0,1,7,25,25,0,0,5,0,5,1,Rural_lodging,Partner_referral,Yes,No,0,Otoño,Sunday,11,2024,7,Low
2024-11-11,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Monday,11,2024,7,None
2024-11-12,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Tuesday,11,2024,7,None
2024-11-13,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Wednesday,11,2024,7,None
2024-11-14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Thursday,11,2024,7,None
2024-11-15,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Friday,11,2024,8,None
2024-11-16,1,13,13,1,0.0769,39.79,39.79,36.59,39.79,37.9,8.44,1.0,30.9,17.03,0,0,0,0,0,0,0,1,1,25,25,1,0,0,0,2,0,Rural_lodging,Partner_referral,No,No,0,Otoño,Saturday,11,2024,8,Low
2024-11-17,1,15,15,2,0.1333,66.77,66.77,31.93,33.38,35.8,4.06,1.0,26.5,15.54,0,0,0,0,0,0,0,2,2,25,25,0,0,1,0,4,0,Direct,Direct,No,No,0,Otoño,Sunday,11,2024,7,Low
2024-11-18,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Monday,11,2024,8,None
2024-11-19,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Tuesday,11,2024,7,None
2024-11-20,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Wednesday,11,2024,7,None
2024-11-21,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Thursday,11,2024,7,None
2024-11-22,1,16,16,8,0.5,304.18,304.18,36.3,38.02,35.5,4.85,0.5,34.2,13.4,0,0,1,0,0,0,0,3,4,25,25,1,1,2,1,1,1,Direct,Direct,No,No,0,Otoño,Friday,11,2024,7,Low
2024-11-23,1,15,15,3,0.2,125.22,125.22,39.95,41.74,29.0,6.16,0.67,29.7,17.12,0,1,0,1,0,0,0,0,2,25,25,0,0,1,0,1,0,Direct,Direct,No,No,0,Otoño,Saturday,11,2024,7,Low
2024-11-24,1,13,13,2,0.1538,76.89,76.89,36.55,38.45,26.1,7.24,1.0,30.3,16.04,0,1,0,0,0,0,0,1,2,25,25,1,0,1,0,1,0,Passerby,Walk_in,No,No,0,Otoño,Sunday,11,2024,8,Low
2024-11-25,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Monday,11,2024,7,None
2024-11-26,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Tuesday,11,2024,8,None
2024-11-27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,Closed,None,No,No,0,Otoño,Wednesday,11,2024,7,None
